"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "HTML", "SCSS", "CSS", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\mail\Desktop\mathe-app\mathapp\package.json", "JSON", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"c:\Users\mail\Desktop\mathe-app\mathapp\sample-quizzes\firebase-export-metadata.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\app-routing.module.ts", "TypeScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 8, 57
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\app.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\app.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\app.component.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 10, 5, 49
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\app.module.ts", "TypeScript", 0, 0, 0, 102, 0, 0, 0, 0, 0, 16, 8, 126
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\change-bg.directive.ts", "TypeScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection2\classselection2.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection2\classselection2.component.html", "HTML", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection2\classselection2.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection2\classselection2.component.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection\classes.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection\classselection.component.html", "HTML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection\classselection.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\classselection\classselection.component.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 7, 38
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\codepage\codepage.component.html", "HTML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 2, 38
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\codepage\codepage.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\codepage\codepage.component.ts", "TypeScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\demo\demo.component.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\demo\demo.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\demo\demo.component.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\exercise\exercise.component.html", "HTML", 0, 0, 0, 0, 227, 0, 0, 0, 0, 2, 10, 239
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\exercise\exercise.component.scss", "SCSS", 0, 0, 0, 0, 0, 135, 0, 0, 0, 1, 31, 167
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\exercise\exercise.component.ts", "TypeScript", 0, 0, 0, 677, 0, 0, 0, 0, 0, 29, 51, 757
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\levelpage\levelpage.component.html", "HTML", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 2, 75
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\levelpage\levelpage.component.scss", "SCSS", 0, 0, 0, 0, 0, 10, 0, 0, 0, 17, 3, 30
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\levelpage\levelpage.component.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 6, 36
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\levelpage\levels.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\login\login.component.html", "HTML", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 3, 49
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\login\login.component.scss", "SCSS", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\login\login.component.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 5, 11, 69
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\menu\menu.component.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\menu\menu.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\menu\menu.component.ts", "TypeScript", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\menu\menulist.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz-intro\quiz-intro.component.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz-intro\quiz-intro.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz-intro\quiz-intro.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz-intro\quiz-intro.component.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 33
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz\quiz.component.html", "HTML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 36, 2, 61
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz\quiz.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\quiz\quiz.component.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 7, 39
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\resultpage\resultpage.component.html", "HTML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 22, 2, 60
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\resultpage\resultpage.component.scss", "SCSS", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\resultpage\resultpage.component.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 9, 63
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\start\start.component.html", "HTML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\start\start.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\start\start.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\start\start.component.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\statistics\statistics.component.html", "HTML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\statistics\statistics.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\statistics\statistics.component.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\topics\topics.component.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\topics\topics.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\topics\topics.component.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\topics\topics.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training-setup\training-setup.component.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 0, 0, 8, 3, 49
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training-setup\training-setup.component.scss", "SCSS", 0, 0, 0, 0, 0, 150, 0, 0, 0, 8, 10, 168
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training-setup\training-setup.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training-setup\training-setup.component.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training\topiclist.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training\training.component.html", "HTML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training\training.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training\training.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\components\training\training.component.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\countdown.pipe.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\mathequation.pipe.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\service\data.service.ts", "TypeScript", 0, 0, 0, 382, 0, 0, 0, 0, 0, 22, 35, 439
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\service\db-utils.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\autofocus.directive.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\books.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\chapter.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\exercise.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\formulas.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\fraction.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\puzzle.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\quiz-template.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\quiz.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\quiz2.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\schoolClass.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\shared.service.ts", "TypeScript", 0, 0, 0, 289, 0, 0, 0, 0, 0, 6, 49, 344
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\student.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\subchapter.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\shared\topic.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\website\website.component.css", "CSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\website\website.component.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\website\website.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\mail\Desktop\mathe-app\mathapp\src\app\website\website.component.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\assets\questions5.json", "JSON", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 107
"c:\Users\mail\Desktop\mathe-app\mathapp\src\assets\questions6.json", "JSON", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 188
"c:\Users\mail\Desktop\mathe-app\mathapp\src\assets\questions7.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mail\Desktop\mathe-app\mathapp\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\mail\Desktop\mathe-app\mathapp\src\environments\environment.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\mail\Desktop\mathe-app\mathapp\src\index.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\mail\Desktop\mathe-app\mathapp\src\main.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\src\polyfills.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 50, 6, 58
"c:\Users\mail\Desktop\mathe-app\mathapp\src\styles.scss", "SCSS", 0, 0, 0, 0, 0, 497, 0, 0, 0, 21, 93, 611
"c:\Users\mail\Desktop\mathe-app\mathapp\src\test.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 5, 27
"c:\Users\mail\Desktop\mathe-app\mathapp\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\Users\mail\Desktop\mathe-app\mathapp\tsconfig.doc.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\mail\Desktop\mathe-app\mathapp\tsconfig.json", "JSON with Comments", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"c:\Users\mail\Desktop\mathe-app\mathapp\tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"Total", "-", 26596, 32, 14, 2391, 11496, 808, 2250, 1500, 4113, 762, 3824, 53786